Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Mo Williams,39:41,7,15,.467,3,9,.333,2,4,.500,2,4,6,5,0,0,0,3,19,+4,0
LeBron James,38:20,11,18,.611,4,8,.500,5,7,.714,1,8,9,6,0,0,6,1,31,-13,0
Delonte West,34:54,7,14,.500,0,3,.000,0,0,nan,0,1,1,7,0,0,0,1,14,-15,0
Zydrunas Ilgauskas,32:24,3,9,.333,0,0,nan,3,4,.750,2,4,6,0,0,4,1,5,9,-9,0
Anderson Varejao,31:15,5,7,.714,0,0,nan,0,0,nan,1,6,7,1,0,2,0,5,10,-1,0
Darnell Jackson,18:32,0,2,.000,0,0,nan,2,2,1.000,2,3,5,1,0,0,0,4,2,+12,0
Daniel Gibson,17:12,2,7,.286,2,6,.333,0,0,nan,0,1,1,1,0,0,1,1,6,-5,0
Wally Szczerbiak,15:59,3,7,.429,2,4,.500,0,0,nan,1,1,2,1,0,1,1,2,8,-5,0
Joe Smith,7:30,1,4,.250,0,0,nan,0,0,nan,1,2,3,0,0,0,0,2,2,-8,0
Sasha Pavlovic,4:13,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,0,0
Team Totals,240,39,83,.470,11,30,.367,12,17,.706,10,30,40,22,0,7,9,26,101,nan,0
Caron Butler,39:33,7,16,.438,0,3,.000,11,11,1.000,1,1,2,4,1,0,1,2,25,+13,1
Dominic McGuire,34:36,3,4,.750,0,0,nan,1,1,1.000,1,9,10,5,0,0,2,2,7,+7,1
Gilbert Arenas,33:14,3,11,.273,0,2,.000,5,8,.625,0,6,6,10,0,1,0,2,11,+5,1
Antawn Jamison,32:01,9,19,.474,1,2,.500,0,0,nan,2,3,5,3,1,0,1,1,19,+3,1
Brendan Haywood,31:32,5,9,.556,0,0,nan,2,2,1.000,4,6,10,1,0,0,0,1,12,+13,1
Nick Young,25:35,5,9,.556,0,3,.000,0,0,nan,0,0,0,1,1,0,1,0,10,+3,1
Darius Songaila,24:21,6,8,.750,0,0,nan,5,6,.833,2,4,6,0,1,1,0,3,17,+1,1
Andray Blatche,13:16,1,2,.500,0,0,nan,2,2,1.000,0,2,2,3,0,0,2,4,4,-4,1
JaVale McGee,5:52,2,3,.667,0,0,nan,0,0,nan,0,1,1,0,0,1,0,2,4,-1,1
240,39,83,.470,11,30,.367,12,17,.706,10,30,40,22,0,7,9,26,101,nan,240,1
