Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Larry Hughes,46:51,5,13,.385,1,3,.333,10,13,.769,1,2,3,6,0,0,6,5,21,-5,0
LeBron James,45:07,14,27,.519,0,5,.000,6,8,.750,0,3,3,8,1,3,1,1,34,-2,0
Drew Gooden,32:08,5,8,.625,0,0,nan,1,2,.500,5,2,7,0,0,1,0,1,11,+4,0
Zydrunas Ilgauskas,30:24,3,6,.500,0,0,nan,4,4,1.000,0,5,5,0,0,2,2,4,10,-12,0
Eric Snow,22:13,1,2,.500,0,0,nan,0,0,nan,0,3,3,6,0,0,0,2,2,-6,0
Donyell Marshall,29:57,4,8,.500,2,6,.333,4,4,1.000,0,5,5,0,0,4,3,2,14,-3,0
Damon Jones,25:47,5,10,.500,5,10,.500,1,1,1.000,0,2,2,1,1,0,0,1,16,-1,0
Luke Jackson,4:02,0,2,.000,0,1,.000,0,0,nan,2,0,2,0,0,0,1,1,0,-7,0
Alan Henderson,3:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Mike Wilks,0:18,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Sasha Pavlovic,0:13,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Team Totals,240,37,77,.481,8,25,.320,26,32,.813,8,22,30,21,2,10,13,17,108,nan,0
Ray Allen,44:22,8,22,.364,4,10,.400,1,2,.500,3,3,6,5,4,1,2,1,21,+17,1
Rashard Lewis,35:42,11,20,.550,4,9,.444,0,0,nan,0,3,3,2,0,0,0,2,26,-4,1
Luke Ridnour,27:44,4,7,.571,1,2,.500,0,0,nan,0,1,1,7,1,0,1,2,9,-9,1
Nick Collison,24:24,3,9,.333,0,0,nan,2,4,.500,2,6,8,0,0,0,2,5,8,-1,1
Reggie Evans,15:25,0,0,nan,0,0,nan,0,0,nan,0,4,4,0,0,0,1,2,0,-4,1
Vladimir Radmanovic,25:36,6,9,.667,1,2,.500,1,1,1.000,3,2,5,2,1,0,0,4,14,+12,1
Damien Wilkins,25:00,3,3,1.000,0,0,nan,2,2,1.000,0,0,0,1,2,1,1,2,8,+10,1
Ronald Murray,23:54,7,11,.636,0,1,.000,10,12,.833,1,4,5,3,1,1,0,1,24,+6,1
Danny Fortson,13:39,2,4,.500,0,0,nan,1,2,.500,2,4,6,0,0,0,1,2,5,+6,1
Vitaly Potapenko,4:14,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+2,1
240,37,77,.481,8,25,.320,26,32,.813,8,22,30,21,2,10,13,17,108,nan,240,1
