Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kevin Love,33:25,11,23,.478,4,10,.400,1,4,.250,3,13,16,1,0,0,2,0,27,-10,0
Kyrie Irving,31:39,10,20,.500,1,5,.200,3,4,.750,1,1,2,7,1,0,2,3,24,-5,0
Iman Shumpert,28:20,1,6,.167,0,1,.000,0,0,nan,1,2,3,2,0,0,3,2,2,-10,0
Tristan Thompson,27:33,1,2,.500,0,0,nan,0,2,.000,3,9,12,3,0,1,0,5,2,0,0
Richard Jefferson,19:52,2,6,.333,1,2,.500,0,0,nan,0,3,3,1,0,1,1,1,5,+3,0
Channing Frye,27:27,3,9,.333,2,8,.250,0,0,nan,0,5,5,2,0,2,4,2,8,-10,0
DeAndre Liggins,27:00,1,2,.500,0,0,nan,2,2,1.000,1,1,2,1,2,0,1,2,4,-4,0
Jordan McRae,23:46,3,12,.250,2,3,.667,1,2,.500,0,0,0,0,0,1,1,0,9,-9,0
Kay Felder,13:23,2,4,.500,0,0,nan,5,6,.833,0,3,3,2,0,0,2,1,9,-5,0
Chris Andersen,6:11,0,1,.000,0,0,nan,0,0,nan,2,3,5,0,0,0,2,0,0,-2,0
James Jones,1:24,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,+2,0
LeBron James,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Mike Dunleavy,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,86,.407,11,30,.367,12,20,.600,11,40,51,19,3,5,18,16,93,nan,0
Thaddeus Young,37:04,7,14,.500,1,1,1.000,1,2,.500,1,5,6,1,1,0,1,2,16,+5,1
Paul George,36:44,8,18,.444,3,9,.333,2,2,1.000,0,11,11,5,2,1,3,1,21,+24,1
Jeff Teague,35:24,7,12,.583,2,4,.500,4,4,1.000,0,4,4,8,1,1,2,3,20,+10,1
Monta Ellis,34:30,3,6,.500,1,3,.333,0,0,nan,1,5,6,4,1,5,1,2,7,-5,1
Myles Turner,32:44,6,11,.545,0,0,nan,0,3,.000,1,8,9,0,1,4,1,1,12,+12,1
C.J. Miles,23:22,4,7,.571,2,5,.400,0,0,nan,0,0,0,0,1,0,0,2,10,+3,1
Aaron Brooks,11:12,4,7,.571,1,4,.250,0,0,nan,0,0,0,2,1,0,0,1,9,+2,1
Lavoy Allen,9:32,1,2,.500,0,0,nan,0,0,nan,2,0,2,1,0,0,1,3,2,+7,1
Kevin Seraphin,8:12,2,3,.667,0,0,nan,0,0,nan,0,0,0,0,0,1,1,1,4,-2,1
Al Jefferson,7:04,1,4,.250,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,2,0,1
Joe Young,1:24,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Georges Niang,1:24,0,1,.000,0,1,.000,0,0,nan,0,1,1,1,0,0,0,0,0,-2,1
Glenn Robinson,1:24,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
240,35,86,.407,11,30,.367,12,20,.600,11,40,51,19,3,5,18,16,93,nan,240,1
