Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,46:34,20,32,.625,7,7,1.000,10,10,1.000,1,2,3,5,4,0,2,3,57,+6,0
LeBron James,43:43,10,20,.500,3,6,.500,8,10,.800,0,5,5,7,2,1,3,2,31,+3,0
Kevin Love,32:50,2,10,.200,2,4,.500,2,2,1.000,2,3,5,2,0,0,0,0,8,+1,0
J.R. Smith,29:45,2,6,.333,2,5,.400,0,0,nan,0,3,3,3,0,0,3,3,6,-5,0
Timofey Mozgov,23:27,4,7,.571,0,0,nan,2,4,.500,4,2,6,1,0,0,2,1,10,0,0
Tristan Thompson,29:33,5,9,.556,0,0,nan,2,2,1.000,4,5,9,0,0,0,0,3,12,+2,0
Iman Shumpert,28:02,1,6,.167,0,3,.000,0,0,nan,0,6,6,0,1,1,2,5,2,+11,0
James Jones,19:42,0,1,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,4,2,+6,0
Matthew Dellavedova,11:24,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,1,0,0,1,0,-9,0
Kendrick Perkins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,265,44,91,.484,14,26,.538,26,30,.867,11,26,37,19,8,2,12,22,128,nan,0
Kawhi Leonard,44:11,9,14,.643,1,3,.333,5,8,.625,3,6,9,7,1,1,3,5,24,-4,1
Tony Parker,42:54,15,23,.652,0,1,.000,1,3,.333,0,5,5,6,1,0,4,3,31,-8,1
Tim Duncan,42:22,7,11,.636,0,0,nan,4,5,.800,3,8,11,8,1,4,3,5,18,-1,1
Danny Green,36:20,7,13,.538,5,10,.500,5,5,1.000,0,4,4,1,2,4,1,4,24,-3,1
Tiago Splitter,22:13,3,6,.500,0,0,nan,3,4,.750,1,0,1,1,1,0,2,4,9,+5,1
Boris Diaw,23:36,4,8,.500,0,3,.000,1,2,.500,1,2,3,1,0,0,0,3,9,-5,1
Marco Belinelli,22:24,2,7,.286,0,4,.000,0,0,nan,1,4,5,0,0,0,0,1,4,+1,1
Patty Mills,13:29,2,3,.667,2,3,.667,0,0,nan,0,1,1,2,0,0,0,0,6,+7,1
Manu Ginobili,9:45,0,1,.000,0,1,.000,0,0,nan,0,2,2,2,0,0,0,1,0,-9,1
Matt Bonner,7:43,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+5,1
Cory Joseph,0:03,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Jeff Ayres,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Aron Baynes,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
265,44,91,.484,14,26,.538,26,30,.867,11,26,37,19,8,2,12,22,128,nan,265,1
