Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,37:24,2,5,.400,0,0,nan,6,8,.750,7,3,10,1,0,0,0,5,10,+12,0
Kevin Love,37:05,5,11,.455,1,4,.250,4,7,.571,4,11,15,6,2,0,3,3,15,+18,0
LeBron James,37:00,15,22,.682,3,5,.600,4,6,.667,0,7,7,9,2,0,2,1,37,+11,0
J.R. Smith,33:53,5,18,.278,4,12,.333,0,0,nan,0,3,3,0,1,0,0,0,14,+17,0
Kyrie Irving,30:49,3,15,.200,1,6,.167,1,1,1.000,0,5,5,2,2,1,2,2,8,+12,0
Matthew Dellavedova,24:49,2,8,.250,0,2,.000,0,0,nan,0,4,4,2,2,0,2,2,4,-3,0
Iman Shumpert,16:44,1,5,.200,0,2,.000,0,0,nan,0,2,2,0,0,1,0,0,2,-5,0
Richard Jefferson,12:37,1,2,.500,0,0,nan,1,1,1.000,0,1,1,0,0,0,0,1,3,-8,0
Timofey Mozgov,8:54,1,4,.250,0,1,.000,0,0,nan,2,2,4,0,0,0,1,2,2,-2,0
Jared Cunningham,0:45,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Mo Williams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Anderson Varejao,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,90,.389,9,32,.281,16,23,.696,13,38,51,20,9,2,10,16,95,nan,0
Ish Smith,38:11,7,21,.333,1,1,1.000,3,3,1.000,1,6,7,10,1,0,5,0,18,-4,1
Nerlens Noel,34:35,5,7,.714,0,0,nan,2,4,.500,2,7,9,3,1,3,1,1,12,-9,1
Jahlil Okafor,32:29,9,15,.600,0,0,nan,3,5,.600,2,5,7,0,0,0,2,2,21,-4,1
Jerami Grant,30:08,3,9,.333,0,3,.000,0,5,.000,2,6,8,2,1,1,2,4,6,-8,1
Nik Stauskas,22:17,2,4,.500,2,4,.500,0,0,nan,0,4,4,2,0,1,0,0,6,0,1
Robert Covington,32:16,3,7,.429,1,5,.200,0,0,nan,0,8,8,4,0,1,4,4,7,+1,1
Hollis Thompson,25:43,3,4,.750,2,3,.667,0,0,nan,0,3,3,0,0,1,1,1,8,-10,1
T.J. McConnell,9:49,2,5,.400,0,1,.000,0,0,nan,0,1,1,1,2,0,2,0,4,-6,1
Carl Landry,9:00,1,3,.333,0,0,nan,1,2,.500,0,0,0,0,0,0,1,5,3,-5,1
JaKarr Sampson,5:32,0,2,.000,0,1,.000,0,0,nan,0,1,1,0,1,0,1,1,0,-5,1
Isaiah Canaan,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kendall Marshall,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Richaun Holmes,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,90,.389,9,32,.281,16,23,.696,13,38,51,20,9,2,10,16,95,nan,240,1
