Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
George Hill,41:16,6,8,.750,2,3,.667,4,7,.571,0,5,5,3,3,0,2,3,18,+12,0
David West,40:33,2,9,.222,0,0,nan,9,10,.900,0,7,7,3,1,1,2,3,13,+16,0
Roy Hibbert,39:28,10,15,.667,0,0,nan,9,10,.900,6,4,10,1,0,0,4,4,29,+12,0
Paul George,38:49,9,16,.563,1,3,.333,3,3,1.000,0,2,2,6,0,0,2,4,22,+17,0
Lance Stephenson,38:35,4,12,.333,2,4,.500,0,0,nan,2,6,8,5,2,0,1,2,10,+15,0
D.J. Augustin,14:46,1,3,.333,0,1,.000,0,0,nan,1,1,2,0,0,0,0,1,2,-12,0
Sam Young,9:30,0,2,.000,0,1,.000,1,2,.500,2,0,2,0,0,0,1,2,1,-15,0
Ian Mahinmi,8:32,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,2,1,3,2,-8,0
Tyler Hansbrough,7:27,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,0,1,0,-12,0
Orlando Johnson,1:05,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,0
Team Totals,240,33,66,.500,5,12,.417,26,32,.813,11,28,39,18,6,3,13,23,97,nan,0
LeBron James,45:17,14,20,.700,3,7,.429,5,7,.714,4,4,8,3,3,1,5,3,36,-7,1
Dwyane Wade,40:32,6,14,.429,0,0,nan,2,3,.667,2,4,6,5,0,1,2,3,14,-6,1
Chris Bosh,37:05,6,14,.429,2,5,.400,3,5,.600,0,5,5,1,1,0,2,3,17,-8,1
Mario Chalmers,29:06,2,6,.333,0,2,.000,2,2,1.000,1,0,1,5,0,0,2,5,6,-5,1
Udonis Haslem,13:50,0,1,.000,0,0,nan,1,2,.500,1,2,3,0,0,0,1,4,1,0,1
Ray Allen,21:27,2,5,.400,0,2,.000,2,4,.500,0,3,3,0,0,0,1,1,6,0,1
Norris Cole,18:54,1,6,.167,1,3,.333,0,0,nan,0,0,0,0,0,0,1,2,3,+1,1
Chris Andersen,14:32,2,2,1.000,0,0,nan,3,3,1.000,1,2,3,0,0,1,0,5,7,-2,1
Shane Battier,14:11,0,3,.000,0,2,.000,0,0,nan,1,2,3,0,0,1,0,1,0,0,1
Mike Miller,3:23,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,+3,1
Joel Anthony,1:43,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+4,1
240,33,66,.500,5,12,.417,26,32,.813,11,28,39,18,6,3,13,23,97,nan,240,1
