Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:44,8,15,.533,5,9,.556,5,8,.625,1,5,6,10,0,1,4,0,26,+4,0
Mario Chalmers,37:31,1,5,.200,1,3,.333,7,10,.700,1,2,3,9,0,0,3,3,10,+14,0
Chris Bosh,36:42,8,12,.667,0,0,nan,1,4,.250,1,4,5,0,2,1,2,3,17,+16,0
Shane Battier,21:47,2,3,.667,2,3,.667,0,0,nan,0,2,2,0,1,0,0,2,6,+6,0
Dwyane Wade,18:17,6,9,.667,0,1,.000,0,0,nan,0,2,2,2,1,1,0,0,12,+1,0
Ray Allen,30:33,4,7,.571,2,4,.500,3,4,.750,1,6,7,2,0,0,1,1,13,-10,0
Michael Beasley,18:30,4,6,.667,1,1,1.000,0,0,nan,1,3,4,0,0,0,0,1,9,+9,0
Norris Cole,12:02,0,3,.000,0,0,nan,0,0,nan,0,1,1,0,1,0,2,0,0,-1,0
Udonis Haslem,11:41,0,4,.000,0,0,nan,0,0,nan,0,0,0,0,0,1,0,2,0,-17,0
Rashard Lewis,7:20,1,2,.500,0,1,.000,0,0,nan,0,0,0,0,1,0,1,1,2,-8,0
Roger Mason,5:52,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,1,0,0,0,0,-1,0
Joel Anthony,0:01,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,0,2,+2,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,34,67,.507,11,23,.478,18,28,.643,5,26,31,23,7,4,13,13,97,nan,0
Wilson Chandler,41:03,6,17,.353,1,6,.167,0,0,nan,1,5,6,2,1,0,1,3,13,-8,1
Ty Lawson,39:37,8,15,.533,5,8,.625,5,6,.833,1,1,2,7,1,0,2,4,26,-10,1
J.J. Hickson,36:22,5,11,.455,0,1,.000,2,2,1.000,4,7,11,3,2,0,2,3,12,-17,1
Kenneth Faried,21:51,4,8,.500,0,0,nan,0,0,nan,1,3,4,0,0,1,2,2,8,-14,1
Jordan Hamilton,10:20,1,3,.333,1,2,.500,0,0,nan,0,3,3,1,0,0,0,2,3,-13,1
Randy Foye,33:30,4,6,.667,0,1,.000,3,3,1.000,0,2,2,7,0,0,1,2,11,+17,1
Darrell Arthur,24:50,6,14,.429,1,1,1.000,0,0,nan,0,4,4,2,1,0,1,4,13,+15,1
Timofey Mozgov,11:47,3,4,.750,0,0,nan,0,0,nan,1,1,2,1,0,1,0,1,6,+14,1
Nate Robinson,10:57,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,1,0,2,0,0,+5,1
Andre Miller,9:43,1,2,.500,0,0,nan,0,0,nan,0,2,2,0,0,0,2,0,2,-4,1
Quincy Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Evan Fournier,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Anthony Randolph,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,34,67,.507,11,23,.478,18,28,.643,5,26,31,23,7,4,13,13,97,nan,240,1
