Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,35:58,9,20,.450,1,4,.250,12,17,.706,0,8,8,4,0,1,3,3,31,+17,0
Mo Williams,34:15,6,11,.545,3,4,.750,1,1,1.000,2,4,6,6,1,0,2,3,16,+23,0
Zydrunas Ilgauskas,32:30,4,14,.286,0,1,.000,5,6,.833,3,6,9,4,0,1,3,4,13,+21,0
Delonte West,30:36,6,9,.667,4,4,1.000,0,0,nan,0,5,5,1,2,0,1,3,16,+13,0
Ben Wallace,26:03,0,1,.000,0,0,nan,3,4,.750,4,4,8,0,1,4,1,1,3,+19,0
Anderson Varejao,26:19,2,6,.333,0,0,nan,4,7,.571,2,3,5,2,0,1,1,2,8,+3,0
Daniel Gibson,17:33,2,5,.400,2,3,.667,1,1,1.000,1,0,1,1,1,0,0,3,7,+6,0
Sasha Pavlovic,14:27,2,5,.400,0,1,.000,0,0,nan,1,3,4,1,0,0,0,1,4,+8,0
Wally Szczerbiak,13:39,1,3,.333,0,0,nan,2,2,1.000,0,1,1,1,1,0,0,2,4,-7,0
Tarence Kinsey,4:33,0,0,nan,0,0,nan,0,0,nan,0,3,3,0,0,0,0,1,0,+8,0
J.J. Hickson,2:57,1,1,1.000,0,0,nan,2,2,1.000,0,0,0,0,0,1,0,0,4,+5,0
Lorenzen Wright,1:10,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+4,0
Team Totals,240,33,75,.440,10,17,.588,30,40,.750,13,37,50,20,6,8,11,23,106,nan,0
Devin Harris,38:48,8,18,.444,1,3,.333,6,7,.857,0,3,3,4,2,0,5,1,23,-10,1
Vince Carter,34:14,3,12,.250,0,2,.000,6,8,.750,0,4,4,6,0,0,1,6,12,-17,1
Brook Lopez,33:03,6,13,.462,0,0,nan,3,3,1.000,8,5,13,0,1,0,1,6,15,-17,1
Yi Jianlian,32:27,3,12,.250,0,3,.000,3,6,.500,2,3,5,0,1,0,3,5,9,-8,1
Bobby Simmons,24:15,1,3,.333,1,2,.500,2,2,1.000,0,1,1,1,0,0,0,3,5,-5,1
Keyon Dooling,25:58,5,8,.625,0,1,.000,0,1,.000,1,5,6,1,1,0,2,3,10,-17,1
Ryan Anderson,17:10,1,4,.250,0,1,.000,0,0,nan,0,3,3,0,0,0,0,3,2,-22,1
Sean Williams,14:57,0,3,.000,0,0,nan,1,2,.500,1,1,2,0,0,3,1,0,1,-7,1
Jarvis Hayes,11:45,2,5,.400,0,2,.000,1,1,1.000,0,2,2,0,0,0,0,3,5,-7,1
Trenton Hassell,4:07,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-5,1
Maurice Ager,3:16,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,1
240,33,75,.440,10,17,.588,30,40,.750,13,37,50,20,6,8,11,23,106,nan,240,1
