Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Joe Johnson,39:38,5,12,.417,0,2,.000,8,10,.800,3,6,9,6,1,1,4,0,18,+1,0
Al Harrington,38:46,7,15,.467,0,1,.000,6,9,.667,0,5,5,3,2,0,3,4,20,+7,0
Josh Smith,26:58,3,6,.500,0,0,nan,6,8,.750,1,3,4,1,1,2,0,5,12,+1,0
Zaza Pachulia,21:44,2,9,.222,0,0,nan,3,4,.750,6,2,8,2,1,1,2,2,7,+4,0
Royal Ivey,13:41,2,4,.500,0,0,nan,0,0,nan,0,2,2,1,1,0,0,1,4,-7,0
Josh Childress,33:55,4,11,.364,0,0,nan,3,3,1.000,5,3,8,1,1,0,0,2,11,+6,0
Tyronn Lue,29:28,7,11,.636,0,1,.000,5,7,.714,0,3,3,4,1,0,2,1,19,+12,0
Marvin Williams,21:38,2,4,.500,0,0,nan,0,0,nan,0,3,3,1,2,0,1,4,4,+1,0
Salim Stoudamire,14:12,2,6,.333,1,4,.250,0,0,nan,0,1,1,1,0,0,1,1,5,+5,0
Team Totals,240,34,78,.436,1,8,.125,31,41,.756,15,28,43,20,10,4,13,20,100,nan,0
LeBron James,45:08,13,23,.565,3,6,.500,10,16,.625,0,10,10,6,2,0,6,5,39,-4,1
Larry Hughes,41:33,7,18,.389,0,1,.000,2,4,.500,1,2,3,4,2,1,4,3,16,-2,1
Drew Gooden,35:32,5,12,.417,0,1,.000,2,2,1.000,4,7,11,0,1,0,1,6,12,-2,1
Alan Henderson,26:13,2,5,.400,0,0,nan,0,0,nan,5,0,5,0,0,2,1,2,4,+3,1
Eric Snow,25:55,1,3,.333,0,0,nan,1,2,.500,1,4,5,6,1,1,0,6,3,+9,1
Damon Jones,24:26,2,6,.333,2,4,.500,0,0,nan,0,1,1,3,0,0,1,3,6,-14,1
Donyell Marshall,22:24,3,6,.500,2,5,.400,0,0,nan,1,3,4,0,1,0,2,3,8,-7,1
Mike Wilks,9:58,0,1,.000,0,1,.000,0,0,nan,1,2,3,0,0,1,1,1,0,-7,1
Zendon Hamilton,4:57,1,1,1.000,0,0,nan,1,1,1.000,0,0,0,0,1,0,2,1,3,-5,1
Luke Jackson,3:54,1,2,.500,0,0,nan,1,2,.500,0,0,0,0,0,0,0,1,3,-1,1
240,34,78,.436,1,8,.125,31,41,.756,15,28,43,20,10,4,13,20,100,nan,240,1
