Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,45:41,12,23,.522,2,7,.286,16,23,.696,3,8,11,7,1,2,6,5,42,-4,0
Anderson Varejao,33:13,4,10,.400,0,0,nan,1,2,.500,3,6,9,0,0,0,1,6,9,-10,0
Joe Smith,28:49,2,6,.333,0,0,nan,1,2,.500,3,4,7,3,1,0,0,2,5,-11,0
Delonte West,19:24,1,3,.333,1,2,.500,2,2,1.000,0,1,1,2,0,0,5,3,5,-21,0
Sasha Pavlovic,9:48,0,3,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,1,0,0,-23,0
Devin Brown,38:28,6,11,.545,4,4,1.000,3,4,.750,0,7,7,4,2,0,2,4,19,+18,0
Wally Szczerbiak,31:01,3,8,.375,0,2,.000,1,1,1.000,1,3,4,5,0,0,1,4,7,+11,0
Damon Jones,28:40,4,10,.400,4,8,.500,0,0,nan,1,2,3,4,1,0,1,0,12,+13,0
Dwayne Jones,4:57,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+2,0
Team Totals,240,32,74,.432,11,24,.458,24,34,.706,11,32,43,25,5,2,17,24,99,nan,0
Richard Jefferson,42:27,8,11,.727,1,1,1.000,7,8,.875,1,3,4,6,0,0,3,3,24,+9,1
Vince Carter,41:23,5,19,.263,0,2,.000,4,5,.800,1,7,8,6,3,2,1,4,14,+10,1
Devin Harris,37:01,8,14,.571,2,5,.400,1,1,1.000,2,3,5,5,4,1,5,2,19,+15,1
Josh Boone,25:11,5,7,.714,0,0,nan,3,4,.750,0,7,7,1,0,1,1,6,13,+1,1
Nenad Krstic,22:22,5,7,.714,0,0,nan,0,0,nan,0,1,1,4,0,0,0,3,10,+12,1
Bostjan Nachbar,26:57,7,11,.636,3,4,.750,4,4,1.000,0,4,4,2,1,1,0,3,21,-11,1
Marcus Williams,15:50,0,5,.000,0,1,.000,1,2,.500,0,4,4,5,1,0,1,0,1,-7,1
DeSagana Diop,15:43,1,1,1.000,0,0,nan,0,0,nan,1,1,2,1,0,0,0,2,2,-1,1
Trenton Hassell,7:50,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-3,1
Sean Williams,5:16,0,0,nan,0,0,nan,0,2,.000,0,1,1,0,0,0,1,2,0,0,1
240,32,74,.432,11,24,.458,24,34,.706,11,32,43,25,5,2,17,24,99,nan,240,1
