Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kent Bazemore,34:37,4,11,.364,0,4,.000,4,6,.667,0,8,8,3,0,0,0,1,12,-19,0
Paul Millsap,30:58,5,13,.385,0,4,.000,6,8,.750,2,8,10,5,0,0,0,2,16,-20,0
Al Horford,28:51,1,6,.167,0,0,nan,0,0,nan,1,1,2,5,0,1,0,1,2,-7,0
Jeff Teague,27:38,8,13,.615,1,5,.200,0,0,nan,0,1,1,1,1,1,3,2,17,-16,0
DeMarre Carroll,26:37,3,9,.333,1,5,.200,0,2,.000,2,6,8,1,1,1,2,3,7,-14,0
Shelvin Mack,24:26,4,11,.364,1,5,.200,1,2,.500,0,2,2,1,2,0,0,2,10,-25,0
Mike Scott,23:50,1,5,.200,0,4,.000,0,0,nan,1,3,4,2,0,0,1,3,2,-25,0
Dennis Schroder,19:03,2,7,.286,0,1,.000,0,0,nan,0,1,1,4,0,0,1,5,4,-14,0
John Jenkins,12:00,4,5,.800,2,3,.667,0,0,nan,1,1,2,0,0,0,0,1,10,-5,0
Mike Muscala,12:00,4,5,.800,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,8,-5,0
Thabo Sefolosha,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kyle Korver,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Elton Brand,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Pero Antic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Austin Daye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,36,85,.424,5,32,.156,11,18,.611,7,32,39,22,4,3,7,20,88,nan,0
Iman Shumpert,35:31,1,8,.125,1,4,.250,0,0,nan,2,6,8,4,0,1,1,1,3,+27,1
Timofey Mozgov,35:08,5,9,.556,0,0,nan,4,5,.800,3,4,7,1,1,3,2,5,14,+23,1
Tristan Thompson,30:41,6,8,.750,0,0,nan,4,8,.500,5,6,11,0,0,1,2,1,16,+22,1
LeBron James,29:10,10,20,.500,2,6,.333,1,4,.250,0,9,9,7,2,1,1,2,23,+20,1
Kyrie Irving,21:58,6,11,.545,2,3,.667,2,3,.667,1,3,4,5,1,1,1,1,16,+14,1
J.R. Smith,28:59,7,14,.500,4,10,.400,0,0,nan,0,10,10,3,0,0,2,2,18,+18,1
James Jones,19:36,1,5,.200,1,4,.250,2,3,.667,0,2,2,1,1,0,0,2,5,+10,1
Matthew Dellavedova,16:39,3,6,.500,1,2,.500,3,3,1.000,2,0,2,1,0,0,0,1,10,+3,1
Joe Harris,6:00,2,2,1.000,1,1,1.000,2,2,1.000,0,1,1,1,0,0,0,1,7,+1,1
Mike Miller,5:26,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,1,3,+4,1
Kendrick Perkins,5:26,1,2,.500,0,0,nan,1,2,.500,0,2,2,0,0,0,1,1,3,+4,1
Shawn Marion,3:25,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+4,1
Brendan Haywood,2:01,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Anderson Varejao,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kevin Love,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,85,.424,5,32,.156,11,18,.611,7,32,39,22,4,3,7,20,88,nan,240,1
