Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Giannis Antetokounmpo,42:15,4,13,.308,0,2,.000,1,4,.250,0,7,7,8,0,1,3,3,9,-12,0
Tony Snell,32:55,2,6,.333,2,5,.400,2,2,1.000,0,3,3,0,1,1,0,2,8,-8,0
Matthew Dellavedova,32:19,2,10,.200,0,5,.000,0,0,nan,0,3,3,6,0,0,1,1,4,-16,0
Michael Beasley,8:44,4,7,.571,0,0,nan,3,3,1.000,0,2,2,1,0,0,0,2,11,-5,0
Thon Maker,8:30,2,4,.500,2,3,.667,0,0,nan,0,0,0,0,0,1,1,2,6,-6,0
Malcolm Brogdon,31:13,8,15,.533,3,7,.429,1,3,.333,0,3,3,5,1,0,2,2,20,0,0
Jason Terry,22:27,3,5,.600,2,3,.667,0,0,nan,0,2,2,0,0,0,0,2,8,+8,0
John Henson,19:38,5,9,.556,0,0,nan,0,0,nan,3,2,5,1,0,1,0,4,10,-1,0
Greg Monroe,19:06,5,7,.714,0,0,nan,3,4,.750,2,1,3,4,0,0,1,2,13,+4,0
Rashad Vaughn,14:19,1,4,.250,1,3,.333,0,0,nan,0,5,5,1,1,1,0,2,3,+5,0
Mirza Teletovic,8:34,1,3,.333,1,2,.500,0,0,nan,0,0,0,1,0,0,0,1,3,-4,0
Spencer Hawes,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Axel Toupane,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,83,.446,11,30,.367,10,16,.625,5,28,33,27,3,5,8,23,95,nan,0
LeBron James,37:11,8,12,.667,1,2,.500,7,9,.778,0,10,10,6,0,0,3,1,24,+8,1
Kyrie Irving,36:33,10,20,.500,2,4,.500,3,3,1.000,0,4,4,9,2,0,4,1,25,+12,1
Tristan Thompson,34:16,2,4,.500,0,0,nan,4,6,.667,1,7,8,1,0,1,3,1,8,+8,1
Iman Shumpert,31:20,1,4,.250,1,3,.333,0,0,nan,0,4,4,0,1,1,1,0,3,+4,1
Richard Jefferson,30:29,3,6,.500,1,3,.333,4,4,1.000,1,5,6,2,1,0,2,2,11,+1,1
Kyle Korver,29:05,5,11,.455,3,9,.333,0,0,nan,0,3,3,0,0,0,0,2,13,-1,1
Derrick Williams,27:22,5,7,.714,2,4,.500,2,2,1.000,1,6,7,0,0,0,2,2,14,+4,1
Channing Frye,13:44,1,6,.167,0,3,.000,2,2,1.000,1,2,3,2,0,0,1,2,4,-1,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kay Felder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
DeAndre Liggins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,83,.446,11,30,.367,10,16,.625,5,28,33,27,3,5,8,23,95,nan,240,1
