Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jimmy Butler,48:00,7,15,.467,2,6,.333,3,3,1.000,1,4,5,4,3,0,2,2,19,-3,0
Nate Robinson,46:31,6,15,.400,4,7,.571,5,6,.833,3,2,5,6,0,0,4,4,21,-1,0
Carlos Boozer,41:43,10,19,.526,0,0,nan,6,11,.545,9,5,14,1,2,1,1,2,26,-3,0
Joakim Noah,41:31,1,5,.200,0,0,nan,1,2,.500,1,8,9,2,0,1,3,3,3,-6,0
Marco Belinelli,14:09,1,3,.333,1,2,.500,0,0,nan,0,1,1,0,0,0,1,1,3,-17,0
Richard Hamilton,35:20,6,12,.500,1,4,.250,2,2,1.000,0,2,2,1,0,2,3,4,15,+12,0
Taj Gibson,8:29,1,4,.250,0,0,nan,0,0,nan,0,1,1,0,0,0,0,4,2,-2,0
Nazr Mohammed,4:17,1,2,.500,0,0,nan,0,0,nan,1,2,3,0,0,1,0,1,2,+5,0
Team Totals,240,33,75,.440,8,19,.421,17,24,.708,15,25,40,14,5,5,14,21,91,nan,0
LeBron James,44:26,5,14,.357,1,3,.333,12,15,.800,0,7,7,8,2,0,2,3,23,+4,1
Dwyane Wade,36:52,7,13,.538,0,0,nan,4,4,1.000,1,4,5,6,2,1,1,1,18,+6,1
Chris Bosh,31:53,4,8,.500,2,3,.667,2,4,.500,3,4,7,1,1,2,2,4,12,+6,1
Mario Chalmers,26:57,3,9,.333,0,3,.000,0,0,nan,0,3,3,2,2,0,0,3,6,-3,1
Udonis Haslem,22:56,5,6,.833,0,0,nan,0,0,nan,0,2,2,0,2,1,0,4,10,+10,1
Shane Battier,28:00,2,7,.286,2,7,.286,3,5,.600,2,1,3,0,0,1,1,3,9,-15,1
Norris Cole,21:03,2,5,.400,0,1,.000,1,2,.500,0,2,2,1,0,0,0,2,5,+6,1
Ray Allen,14:42,2,6,.333,1,4,.250,0,1,.000,0,2,2,2,1,0,3,3,5,-4,1
Chris Andersen,13:11,2,2,1.000,0,0,nan,2,2,1.000,0,1,1,0,0,0,1,1,6,+5,1
240,33,75,.440,8,19,.421,17,24,.708,15,25,40,14,5,5,14,21,91,nan,240,1
