Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Dwyane Wade,41:45,16,29,.552,1,4,.250,8,10,.800,0,12,12,3,2,0,2,2,41,+16,0
LeBron James,40:55,11,20,.550,1,3,.333,4,6,.667,1,5,6,5,2,2,5,1,27,+9,0
Chris Bosh,39:12,8,16,.500,1,1,1.000,5,5,1.000,2,6,8,3,0,0,1,1,22,+11,0
Mario Chalmers,26:26,1,5,.200,0,3,.000,0,0,nan,0,6,6,2,1,1,2,3,2,+15,0
Zydrunas Ilgauskas,11:48,2,4,.500,0,0,nan,0,0,nan,4,1,5,0,0,3,0,4,4,+9,0
Erick Dampier,25:23,4,5,.800,0,0,nan,1,3,.333,2,2,4,0,0,1,1,3,9,+2,0
Eddie House,21:47,1,7,.143,1,5,.200,2,2,1.000,0,3,3,0,0,1,0,3,5,-4,0
Mike Miller,14:56,0,2,.000,0,0,nan,0,0,nan,1,2,3,1,1,0,1,1,0,-21,0
Joel Anthony,10:49,0,0,nan,0,0,nan,0,0,nan,0,3,3,0,0,0,1,2,0,-4,0
James Jones,6:59,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,+2,0
Team Totals,240,43,88,.489,4,16,.250,20,26,.769,10,40,50,15,6,8,13,21,110,nan,0
Danny Granger,35:54,5,13,.385,1,5,.200,3,5,.600,3,6,9,0,2,0,4,3,14,-17,1
Roy Hibbert,33:08,7,16,.438,0,0,nan,4,6,.667,3,4,7,3,0,2,2,2,18,-15,1
Darren Collison,31:17,1,11,.091,0,2,.000,5,7,.714,0,3,3,5,2,0,3,1,7,-16,1
Josh McRoberts,20:50,3,5,.600,0,0,nan,0,0,nan,1,4,5,3,0,0,0,2,6,-4,1
Mike Dunleavy,8:30,2,6,.333,1,2,.500,0,0,nan,1,0,1,0,0,0,0,2,5,-14,1
Paul George,31:27,4,7,.571,3,4,.750,3,3,1.000,0,5,5,2,1,0,1,3,14,-2,1
Tyler Hansbrough,27:10,6,11,.545,0,0,nan,4,4,1.000,1,4,5,0,0,0,1,2,16,-3,1
A.J. Price,16:43,3,7,.429,2,4,.500,0,0,nan,0,3,3,5,1,0,0,1,8,+9,1
Jeff Foster,14:52,2,3,.667,0,0,nan,2,2,1.000,2,4,6,0,1,0,0,2,6,+8,1
Dahntay Jones,12:07,2,6,.333,0,0,nan,2,2,1.000,0,1,1,1,1,0,0,1,6,+10,1
Brandon Rush,8:03,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,+9,1
240,43,88,.489,4,16,.250,20,26,.769,10,40,50,15,6,8,13,21,110,nan,240,1
