Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,31:27,9,20,.450,2,8,.250,4,5,.800,2,8,10,7,1,1,2,0,24,-13,0
George Hill,27:08,4,8,.500,1,3,.333,0,0,nan,0,0,0,3,0,0,1,3,9,-9,0
Larry Nance,26:06,7,12,.583,0,1,.000,2,2,1.000,3,5,8,1,0,0,2,5,16,-5,0
J.R. Smith,22:50,1,7,.143,1,3,.333,0,0,nan,0,1,1,2,1,0,1,0,3,-4,0
Jeff Green,22:02,2,8,.250,1,3,.333,2,2,1.000,0,3,3,0,0,1,0,3,7,-5,0
Kyle Korver,28:29,4,6,.667,4,5,.800,0,0,nan,0,4,4,0,0,1,1,2,12,-13,0
Jose Calderon,20:39,4,5,.800,1,2,.500,5,6,.833,0,1,1,2,1,0,2,3,14,-3,0
Ante Zizic,19:47,7,9,.778,0,0,nan,1,2,.500,2,5,7,0,0,2,1,1,15,-6,0
John Holland,18:45,2,5,.400,2,3,.667,3,4,.750,0,3,3,2,1,0,0,0,9,-2,0
Jordan Clarkson,16:23,1,8,.125,0,3,.000,2,2,1.000,0,0,0,4,0,0,2,1,4,-17,0
London Perrantes,6:24,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,+7,0
Team Totals,240,41,88,.466,12,31,.387,19,23,.826,7,30,37,22,4,5,12,18,113,nan,0
Kyle Kuzma,38:48,4,14,.286,2,5,.400,4,4,1.000,1,9,10,2,0,0,1,3,14,+14,1
Julius Randle,37:59,14,18,.778,0,0,nan,8,10,.800,6,8,14,7,1,2,4,3,36,+19,1
Kentavious Caldwell-Pope,37:40,7,13,.538,4,8,.500,2,2,1.000,2,4,6,1,2,0,2,2,20,+15,1
Brook Lopez,32:46,10,18,.556,2,4,.500,0,0,nan,2,6,8,4,1,2,1,3,22,+13,1
Lonzo Ball,31:31,2,11,.182,1,6,.167,0,0,nan,0,3,3,7,1,0,0,2,5,-1,1
Isaiah Thomas,30:44,7,16,.438,2,7,.286,4,4,1.000,3,2,5,9,1,0,5,3,20,+18,1
Alex Caruso,12:18,2,3,.667,0,1,.000,0,0,nan,0,2,2,0,1,0,0,0,4,-1,1
Travis Wear,12:08,2,3,.667,2,3,.667,0,0,nan,0,2,2,0,0,0,0,1,6,-4,1
Ivica Zubac,5:41,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,2,0,0,2,0,-3,1
Derrick Williams,0:25,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Tyler Ennis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Luol Deng,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,88,.466,12,31,.387,19,23,.826,7,30,37,22,4,5,12,18,113,nan,240,1
