Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Paul Millsap,28:26,7,13,.538,0,2,.000,2,2,1.000,2,5,7,4,1,1,1,2,16,-9,0
Jeff Teague,25:37,2,8,.250,1,2,.500,0,0,nan,0,2,2,3,1,0,4,3,5,-12,0
Thabo Sefolosha,20:47,4,10,.400,0,3,.000,2,2,1.000,1,4,5,2,2,1,1,0,10,-3,0
Al Horford,19:09,6,10,.600,0,1,.000,0,0,nan,3,1,4,2,0,0,0,1,12,-21,0
Kyle Korver,13:33,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,-28,0
Kent Bazemore,25:53,2,8,.250,0,2,.000,0,0,nan,0,3,3,2,0,0,2,2,4,-10,0
Shelvin Mack,22:00,3,6,.500,0,3,.000,0,0,nan,1,4,5,6,0,0,4,0,6,-24,0
Mike Muscala,21:42,5,8,.625,1,1,1.000,2,3,.667,3,1,4,0,0,4,1,1,13,+5,0
John Jenkins,21:21,5,10,.500,1,3,.333,1,1,1.000,0,1,1,0,1,0,1,0,12,+1,0
Dennis Schroder,14:49,2,5,.400,0,2,.000,2,2,1.000,0,3,3,4,0,0,2,1,6,-23,0
Mike Scott,13:14,2,8,.250,0,3,.000,1,1,1.000,0,0,0,0,0,0,1,2,5,-34,0
Elton Brand,8:30,2,3,.667,0,0,nan,1,2,.500,0,2,2,2,1,1,1,0,5,+2,0
Pero Antic,4:59,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,1,0,0,0,-9,0
Team Totals,240,40,90,.444,3,22,.136,11,13,.846,11,26,37,26,6,8,18,12,94,nan,0
Kevin Love,30:29,5,12,.417,3,7,.429,0,0,nan,0,6,6,5,0,0,1,1,13,+10,1
LeBron James,28:54,13,20,.650,4,5,.800,2,4,.500,2,4,6,7,0,1,3,1,32,+14,1
Kyrie Irving,27:08,6,9,.667,4,7,.571,4,4,1.000,0,3,3,5,3,0,0,1,20,+22,1
Shawn Marion,24:15,5,7,.714,1,1,1.000,0,0,nan,0,1,1,1,0,0,1,1,11,+13,1
Anderson Varejao,20:46,1,3,.333,0,0,nan,0,0,nan,4,6,10,5,0,0,1,2,2,+19,1
Dion Waiters,26:55,4,11,.364,1,2,.500,0,0,nan,1,0,1,8,4,0,1,0,9,+45,1
Tristan Thompson,24:06,6,8,.750,0,0,nan,3,3,1.000,2,5,7,1,2,1,1,1,15,+38,1
Joe Harris,21:14,4,6,.667,4,5,.800,0,0,nan,0,4,4,4,1,0,3,6,12,+23,1
Will Cherry,9:50,1,4,.250,1,2,.500,1,2,.500,1,0,1,2,2,0,1,0,4,-2,1
Lou Amundson,9:10,1,3,.333,0,0,nan,0,0,nan,1,1,2,1,0,0,0,0,2,0,1
Brendan Haywood,8:30,2,5,.400,0,0,nan,0,0,nan,1,3,4,0,0,0,1,1,4,-2,1
James Jones,6:20,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,0,0,0,0,3,-10,1
Mike Miller,2:23,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-5,1
240,40,90,.444,3,22,.136,11,13,.846,11,26,37,26,6,8,18,12,94,nan,240,1
