Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Zach Randolph,37:12,12,20,.600,0,0,nan,1,2,.500,5,9,14,4,0,0,5,5,25,+2,0
Mike Conley,34:09,4,12,.333,0,3,.000,4,5,.800,2,2,4,6,3,0,3,2,12,-7,0
Courtney Lee,32:01,4,14,.286,2,6,.333,2,2,1.000,1,0,1,1,3,0,0,2,12,+3,0
Tayshaun Prince,30:58,0,2,.000,0,1,.000,0,0,nan,3,2,5,0,0,0,0,1,0,-3,0
Marc Gasol,23:52,6,11,.545,0,1,.000,2,3,.667,1,5,6,1,0,0,2,1,14,0,0
Mike Miller,22:45,1,4,.250,1,2,.500,0,0,nan,0,1,1,0,0,0,2,1,3,-12,0
Kosta Koufos,18:44,4,5,.800,0,0,nan,0,0,nan,2,3,5,0,0,1,0,2,8,+3,0
Tony Allen,16:19,1,5,.200,0,0,nan,1,3,.333,0,3,3,1,1,0,1,2,3,-6,0
Nick Calathes,13:51,2,3,.667,0,0,nan,0,0,nan,0,3,3,3,0,0,2,1,4,+2,0
James Johnson,10:09,2,3,.667,0,1,.000,1,2,.500,1,0,1,1,0,0,0,2,5,-7,0
Ed Davis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Beno Udrih,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jon Leuer,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,36,79,.456,3,14,.214,11,17,.647,15,28,43,17,7,1,15,19,86,nan,0
LeBron James,38:01,7,14,.500,0,2,.000,1,2,.500,1,5,6,7,2,1,3,0,15,+4,1
Chris Bosh,34:48,4,15,.267,1,6,.167,2,2,1.000,1,4,5,0,1,1,4,3,11,-5,1
Mario Chalmers,33:56,4,7,.571,3,4,.750,3,4,.750,1,1,2,3,2,0,1,1,14,+7,1
Dwyane Wade,33:02,5,11,.455,0,0,nan,4,4,1.000,2,2,4,4,2,0,3,0,14,-6,1
Greg Oden,12:27,2,2,1.000,0,0,nan,1,1,1.000,1,1,2,0,0,2,0,2,5,-12,1
Ray Allen,30:44,7,14,.500,2,5,.400,2,2,1.000,1,3,4,4,0,0,0,2,18,+20,1
Norris Cole,19:19,2,5,.400,1,3,.333,0,0,nan,0,2,2,1,0,0,0,4,5,+7,1
Chris Andersen,19:11,2,4,.500,0,0,nan,1,1,1.000,3,1,4,0,0,1,2,3,5,+9,1
Udonis Haslem,9:17,1,2,.500,0,0,nan,0,0,nan,0,4,4,0,0,0,0,3,2,-1,1
Shane Battier,9:15,1,1,1.000,0,0,nan,0,0,nan,0,1,1,1,2,0,1,0,2,+2,1
Rashard Lewis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Toney Douglas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Michael Beasley,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,79,.456,3,14,.214,11,17,.647,15,28,43,17,7,1,15,19,86,nan,240,1
