Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:14,11,19,.579,1,2,.500,3,5,.600,1,6,7,6,2,1,5,2,26,-3,0
Dwyane Wade,37:35,5,12,.417,1,2,.500,10,11,.909,2,3,5,4,2,0,3,4,21,-1,0
Chris Bosh,34:28,4,8,.500,1,2,.500,8,8,1.000,0,4,4,1,0,1,3,5,17,0,0
Mario Chalmers,31:51,3,8,.375,3,4,.750,3,3,1.000,0,1,1,3,2,0,3,3,12,-3,0
Udonis Haslem,9:27,1,4,.250,0,0,nan,0,2,.000,0,1,1,0,1,0,0,5,2,-8,0
Ray Allen,29:08,4,6,.667,1,2,.500,3,4,.750,0,4,4,2,1,0,0,0,12,+10,0
Norris Cole,17:28,3,5,.600,0,0,nan,0,0,nan,0,1,1,5,0,0,1,1,6,+5,0
Shane Battier,14:41,0,2,.000,0,2,.000,0,0,nan,0,4,4,1,0,0,0,2,0,-7,0
Chris Andersen,13:35,1,3,.333,0,0,nan,2,3,.667,1,0,1,1,1,0,0,5,4,-1,0
Rashard Lewis,6:14,0,0,nan,0,0,nan,0,0,nan,0,2,2,1,1,0,0,2,0,+7,0
Joel Anthony,3:19,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Michael Beasley,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,32,67,.478,7,14,.500,29,36,.806,4,26,30,24,10,2,15,29,100,nan,0
Paul Pierce,31:03,5,10,.500,1,4,.250,8,8,1.000,0,5,5,6,0,1,4,3,19,+2,1
Joe Johnson,27:16,6,8,.750,2,2,1.000,5,6,.833,0,1,1,0,0,0,1,3,19,+6,1
Deron Williams,27:09,3,7,.429,1,4,.250,1,2,.500,0,4,4,8,0,0,1,1,8,+1,1
Kevin Garnett,25:48,3,11,.273,0,0,nan,0,0,nan,1,6,7,2,1,0,3,3,6,+2,1
Brook Lopez,20:19,4,7,.571,0,0,nan,5,6,.833,0,6,6,0,1,2,3,5,13,+3,1
Alan Anderson,25:29,2,5,.400,2,2,1.000,2,3,.667,2,2,4,0,0,1,0,4,8,-14,1
Andray Blatche,24:52,4,8,.500,0,0,nan,1,4,.250,2,4,6,1,2,0,2,1,9,+1,1
Shaun Livingston,20:51,2,4,.500,0,0,nan,0,0,nan,0,0,0,1,1,1,1,2,4,0,1
Jason Terry,19:28,2,4,.500,2,4,.500,0,0,nan,0,4,4,2,0,0,1,1,6,-2,1
Andrei Kirilenko,11:46,2,4,.500,0,0,nan,4,8,.500,2,0,2,1,0,0,1,3,8,0,1
Reggie Evans,5:59,0,0,nan,0,0,nan,1,2,.500,0,1,1,0,0,0,1,3,1,+6,1
Mirza Teletovic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Mason Plumlee,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,32,67,.478,7,14,.500,29,36,.806,4,26,30,24,10,2,15,29,100,nan,240,1
