Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Avery Bradley,42:01,8,23,.348,3,8,.375,1,2,.500,1,2,3,4,2,0,0,1,20,+4,0
Marcus Smart,41:28,8,14,.571,7,10,.700,4,6,.667,2,3,5,7,2,1,2,1,27,+8,0
Jae Crowder,39:47,6,14,.429,2,8,.250,0,0,nan,2,9,11,4,3,0,1,4,14,+6,0
Al Horford,35:59,7,18,.389,2,6,.333,0,0,nan,0,2,2,6,1,0,1,3,16,-10,0
Amir Johnson,9:19,1,1,1.000,0,0,nan,0,0,nan,2,0,2,0,0,0,0,2,2,-15,0
Kelly Olynyk,23:03,5,8,.625,1,3,.333,4,4,1.000,1,2,3,1,0,0,0,4,15,+15,0
Jaylen Brown,12:50,0,3,.000,0,1,.000,0,0,nan,0,2,2,1,1,1,1,3,0,-7,0
Jonas Jerebko,12:32,4,4,1.000,2,2,1.000,0,0,nan,1,4,5,1,0,1,0,3,10,+22,0
Terry Rozier,8:13,1,2,.500,0,0,nan,0,0,nan,1,1,2,0,1,0,3,1,2,-4,0
Gerald Green,7:24,2,4,.500,1,2,.500,0,0,nan,0,2,2,1,0,0,1,1,5,0,0
Tyler Zeller,7:23,0,0,nan,0,0,nan,0,0,nan,1,0,1,3,0,0,0,0,0,-4,0
James Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jordan Mickey,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,42,91,.462,18,40,.450,9,12,.750,11,27,38,28,10,3,9,23,111,nan,0
LeBron James,45:03,4,13,.308,0,4,.000,3,6,.500,1,5,6,6,1,1,6,2,11,+1,1
Tristan Thompson,42:09,3,4,.750,0,0,nan,12,15,.800,7,6,13,1,0,1,2,1,18,-5,1
Kyrie Irving,40:07,10,15,.667,4,6,.667,5,5,1.000,0,2,2,7,1,0,3,1,29,0,1
Kevin Love,35:50,8,16,.500,7,13,.538,5,6,.833,1,9,10,3,0,2,2,2,28,+4,1
J.R. Smith,33:06,4,8,.500,4,8,.500,1,2,.500,1,7,8,0,0,0,0,2,13,0,1
Iman Shumpert,15:36,2,4,.500,0,2,.000,2,2,1.000,0,4,4,2,0,0,0,1,6,-10,1
Kyle Korver,14:56,1,5,.200,1,5,.200,0,0,nan,0,1,1,0,2,0,0,1,3,-8,1
Deron Williams,8:55,0,2,.000,0,0,nan,0,0,nan,0,1,1,2,1,0,2,1,0,+1,1
Richard Jefferson,4:18,0,3,.000,0,1,.000,0,0,nan,1,0,1,0,0,0,0,0,0,+2,1
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Dahntay Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Derrick Williams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,42,91,.462,18,40,.450,9,12,.750,11,27,38,28,10,3,9,23,111,nan,240,1
