Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:54,9,24,.375,1,5,.200,8,12,.667,3,6,9,7,0,2,3,1,27,-11,0
Zydrunas Ilgauskas,32:54,7,11,.636,0,0,nan,3,5,.600,2,4,6,1,0,2,2,3,17,0,0
Larry Hughes,30:03,2,7,.286,0,1,.000,0,0,nan,0,3,3,3,2,1,2,4,4,-2,0
Drew Gooden,23:43,2,7,.286,0,0,nan,0,0,nan,3,2,5,1,1,0,2,3,4,-5,0
Sasha Pavlovic,18:51,1,4,.250,0,2,.000,2,2,1.000,1,3,4,0,1,0,0,1,4,-2,0
Anderson Varejao,32:29,6,9,.667,0,0,nan,0,0,nan,6,8,14,0,1,0,2,1,12,+12,0
Daniel Gibson,28:13,4,9,.444,2,5,.400,1,1,1.000,0,1,1,2,0,0,1,3,11,+5,0
Damon Jones,18:53,3,3,1.000,1,1,1.000,0,0,nan,0,2,2,0,0,0,1,1,7,+3,0
Devin Brown,16:00,1,3,.333,0,0,nan,2,2,1.000,0,1,1,4,1,0,0,4,4,+10,0
Team Totals,240,35,77,.455,4,14,.286,16,22,.727,15,30,45,18,6,5,13,21,90,nan,0
Tim Duncan,40:22,7,17,.412,0,0,nan,6,10,.600,3,8,11,1,0,4,3,3,20,-2,1
Tony Parker,37:44,10,21,.476,0,1,.000,3,5,.600,0,3,3,6,2,0,4,1,23,-2,1
Bruce Bowen,33:56,1,4,.250,0,1,.000,0,0,nan,0,3,3,1,0,0,0,2,2,+7,1
Michael Finley,18:02,2,5,.400,0,2,.000,0,0,nan,0,3,3,1,1,0,1,0,4,+1,1
Fabricio Oberto,17:58,0,0,nan,0,0,nan,0,0,nan,0,3,3,1,2,1,1,3,0,-6,1
Manu Ginobili,34:37,10,15,.667,4,6,.667,7,8,.875,1,3,4,4,2,0,4,3,31,+1,1
Brent Barry,15:21,2,6,.333,2,6,.333,0,0,nan,0,1,1,2,1,0,0,0,6,+5,1
Ime Udoka,13:14,1,3,.333,0,1,.000,0,0,nan,2,1,3,0,0,0,2,2,2,-11,1
Jacque Vaughn,10:16,0,0,nan,0,0,nan,0,0,nan,0,1,1,2,0,0,0,1,0,0,1
Robert Horry,9:11,0,2,.000,0,1,.000,0,0,nan,3,1,4,0,1,0,0,1,0,+1,1
Matt Bonner,5:54,0,1,.000,0,1,.000,0,0,nan,1,1,2,0,0,0,0,0,0,0,1
Francisco Elson,3:25,0,2,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,0,-4,1
240,35,77,.455,4,14,.286,16,22,.727,15,30,45,18,6,5,13,21,90,nan,240,1
