Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Brandon Jennings,43:39,5,9,.556,2,4,.500,3,4,.750,0,4,4,5,4,0,7,1,15,+3,0
Josh Smith,39:08,7,21,.333,0,4,.000,1,2,.500,0,4,4,4,2,1,3,3,15,+3,0
Greg Monroe,37:08,8,10,.800,0,0,nan,0,2,.000,1,5,6,5,1,2,3,3,16,+11,0
Andre Drummond,22:37,4,7,.571,0,0,nan,2,6,.333,8,10,18,0,2,1,0,6,10,-2,0
Kentavious Caldwell-Pope,19:39,4,7,.571,0,0,nan,2,2,1.000,1,3,4,2,1,0,0,2,10,+13,0
Rodney Stuckey,32:42,4,9,.444,0,0,nan,8,8,1.000,0,2,2,3,0,0,5,3,16,+4,0
Kyle Singler,26:38,6,10,.600,4,7,.571,2,2,1.000,2,3,5,2,1,0,0,1,18,+9,0
Jonas Jerebko,9:56,3,5,.600,1,1,1.000,0,0,nan,1,2,3,0,0,0,0,0,7,+4,0
Josh Harrellson,8:33,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,1,0,0,0,+5,0
Charlie Villanueva,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Luigi Datome,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Peyton Siva,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Tony Mitchell,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,41,80,.513,7,16,.438,18,26,.692,13,33,46,21,11,5,18,19,107,nan,0
LeBron James,36:58,8,15,.533,2,5,.400,5,8,.625,3,2,5,6,2,1,6,2,23,-6,1
Chris Bosh,32:02,5,11,.455,0,2,.000,4,6,.667,2,4,6,0,1,0,2,5,14,-14,1
Mario Chalmers,29:27,2,7,.286,1,3,.333,1,2,.500,0,2,2,6,1,0,4,1,6,-9,1
Shane Battier,15:26,1,5,.200,0,4,.000,0,0,nan,1,1,2,0,2,0,0,1,2,-10,1
James Jones,11:10,0,4,.000,0,3,.000,0,0,nan,0,0,0,1,0,0,0,0,0,-11,1
Michael Beasley,30:54,9,16,.563,3,3,1.000,2,3,.667,2,2,4,1,1,0,1,1,23,+3,1
Ray Allen,28:58,5,10,.500,2,4,.500,0,0,nan,2,2,4,1,1,0,3,2,12,+1,1
Norris Cole,26:25,4,8,.500,1,2,.500,0,0,nan,0,1,1,2,2,0,3,2,9,-1,1
Chris Andersen,15:58,2,5,.400,0,1,.000,4,4,1.000,3,1,4,1,1,0,0,1,8,+4,1
Rashard Lewis,12:42,0,1,.000,0,1,.000,0,0,nan,0,6,6,1,1,2,0,3,0,-7,1
Roger Mason,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,80,.513,7,16,.438,18,26,.692,13,33,46,21,11,5,18,19,107,nan,240,1
