Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:09,9,17,.529,1,4,.250,11,15,.733,2,9,11,8,1,0,1,0,30,+14,0
Mo Williams,38:08,3,10,.300,1,3,.333,0,0,nan,2,5,7,2,0,0,0,2,7,+10,0
Delonte West,33:56,1,5,.200,1,2,.500,0,0,nan,0,3,3,5,0,0,0,2,3,+16,0
Anderson Varejao,32:53,6,10,.600,0,0,nan,4,9,.444,2,9,11,1,0,1,1,4,16,+17,0
Zydrunas Ilgauskas,26:23,9,14,.643,0,0,nan,0,0,nan,1,5,6,0,0,4,0,4,18,+18,0
Daniel Gibson,22:07,0,4,.000,0,2,.000,3,4,.750,1,1,2,6,0,0,1,3,3,-8,0
Joe Smith,18:54,4,8,.500,0,0,nan,1,1,1.000,0,2,2,1,0,0,0,5,9,-7,0
Sasha Pavlovic,18:39,2,6,.333,1,1,1.000,1,2,.500,1,2,3,2,0,0,1,4,6,-14,0
Darnell Jackson,9:51,2,2,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,4,-6,0
Team Totals,240,36,76,.474,4,12,.333,20,31,.645,9,37,46,25,1,5,4,25,96,nan,0
Vince Carter,43:21,11,23,.478,0,4,.000,3,6,.500,0,9,9,5,0,1,0,4,25,-14,1
Keyon Dooling,40:42,7,9,.778,1,2,.500,4,4,1.000,0,5,5,4,1,0,2,2,19,-12,1
Brook Lopez,37:46,5,13,.385,0,1,.000,6,7,.857,1,5,6,3,1,0,0,1,16,-12,1
Trenton Hassell,26:17,1,5,.200,0,0,nan,2,2,1.000,0,1,1,0,0,0,1,4,4,-23,1
Yi Jianlian,15:24,1,8,.125,0,0,nan,2,2,1.000,3,1,4,0,0,0,0,1,4,-18,1
Bobby Simmons,27:05,2,7,.286,2,6,.333,2,2,1.000,2,3,5,0,0,0,0,3,8,+11,1
Jarvis Hayes,24:21,2,7,.286,0,3,.000,2,2,1.000,0,2,2,1,0,0,0,3,6,+17,1
Josh Boone,10:12,0,0,nan,0,0,nan,0,2,.000,0,3,3,0,0,1,1,1,0,+5,1
Chris Douglas-Roberts,9:21,2,3,.667,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,4,+7,1
Ryan Anderson,5:31,1,3,.333,0,2,.000,0,0,nan,0,0,0,0,0,0,1,1,2,-1,1
240,36,76,.474,4,12,.333,20,31,.645,9,37,46,25,1,5,4,25,96,nan,240,1
