Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,34:16,9,15,.600,2,4,.500,3,4,.750,0,7,7,6,2,0,2,1,23,+27,0
Jose Calderon,27:07,2,5,.400,1,3,.333,0,0,nan,1,3,4,1,1,0,2,4,5,+6,0
J.R. Smith,25:37,1,3,.333,1,3,.333,0,0,nan,2,0,2,5,0,0,1,2,3,+3,0
Kevin Love,22:53,8,13,.615,3,6,.500,5,5,1.000,0,13,13,0,0,1,0,0,24,+9,0
Jae Crowder,21:09,3,8,.375,3,7,.429,0,0,nan,0,0,0,2,2,1,2,1,9,+9,0
Dwyane Wade,25:58,9,13,.692,1,2,.500,5,5,1.000,1,5,6,2,0,0,0,0,24,+20,0
Jeff Green,25:07,6,10,.600,1,3,.333,1,1,1.000,0,8,8,2,0,0,0,2,14,+13,0
Channing Frye,25:07,1,3,.333,0,1,.000,0,0,nan,0,2,2,0,0,0,0,2,2,+13,0
Kyle Korver,22:37,3,8,.375,1,5,.200,0,0,nan,0,0,0,3,1,0,0,1,7,+16,0
Cedi Osman,5:55,0,2,.000,0,2,.000,0,0,nan,0,1,1,1,0,0,0,0,0,-3,0
Ante Zizic,4:14,0,1,.000,0,0,nan,2,2,1.000,1,2,3,0,0,0,0,0,2,-3,0
Team Totals,240,42,81,.519,13,36,.361,16,17,.941,5,41,46,22,6,2,7,13,113,nan,0
Lauri Markkanen,31:55,5,13,.385,1,5,.200,2,2,1.000,1,6,7,1,2,1,2,2,13,-17,1
Kris Dunn,30:45,6,13,.462,2,4,.500,1,3,.333,1,5,6,5,0,1,3,3,15,-14,1
Justin Holiday,30:39,4,11,.364,3,8,.375,3,3,1.000,1,5,6,3,1,1,0,3,14,-6,1
Denzel Valentine,30:07,3,7,.429,1,4,.250,0,0,nan,0,3,3,2,0,0,1,2,7,-10,1
Robin Lopez,25:31,5,7,.714,0,0,nan,4,5,.800,3,2,5,2,0,2,0,1,14,-12,1
Bobby Portis,26:40,4,13,.308,2,6,.333,0,0,nan,3,6,9,3,0,0,0,1,10,-13,1
David Nwaba,16:22,0,2,.000,0,1,.000,2,2,1.000,0,1,1,3,1,0,2,3,2,-11,1
Paul Zipser,14:38,0,4,.000,0,3,.000,0,0,nan,0,2,2,1,0,0,0,1,0,-20,1
Jerian Grant,13:01,3,6,.500,0,2,.000,0,0,nan,0,0,0,1,0,0,3,0,6,-11,1
Cristiano Felicio,11:54,3,4,.750,0,0,nan,0,1,.000,0,0,0,0,0,0,0,0,6,-2,1
Kay Felder,4:14,1,2,.500,0,1,.000,2,2,1.000,0,3,3,0,0,0,0,0,4,+3,1
Quincy Pondexter,4:14,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,+3,1
240,42,81,.519,13,36,.361,16,17,.941,5,41,46,22,6,2,7,13,113,nan,240,1
