Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ty Lawson,38:27,2,7,.286,0,1,.000,9,10,.900,1,4,5,9,4,0,6,1,13,-17,0
Kenneth Faried,30:07,9,15,.600,0,0,nan,6,8,.750,3,7,10,1,3,0,2,2,24,-3,0
Randy Foye,24:02,2,7,.286,1,5,.200,2,2,1.000,0,0,0,1,0,0,1,2,7,-5,0
Wilson Chandler,21:52,2,8,.250,1,4,.250,1,1,1.000,0,3,3,2,0,0,2,4,6,-9,0
Timofey Mozgov,16:02,1,3,.333,0,1,.000,2,2,1.000,2,4,6,1,0,1,1,1,4,0,0
Evan Fournier,30:24,6,14,.429,2,5,.400,0,0,nan,1,5,6,4,1,0,0,3,14,+9,0
J.J. Hickson,26:01,5,9,.556,0,0,nan,1,2,.500,2,7,9,3,0,1,0,2,11,+4,0
Darrell Arthur,23:47,7,11,.636,1,1,1.000,3,3,1.000,0,0,0,0,4,0,1,3,18,+6,0
Aaron Brooks,15:06,3,5,.600,3,4,.750,0,0,nan,0,0,0,5,0,0,1,2,9,+17,0
Quincy Miller,14:12,2,3,.667,0,0,nan,1,1,1.000,0,2,2,0,1,0,1,1,5,+18,0
Jan Vesely,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Anthony Randolph,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Nate Robinson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,39,82,.476,8,21,.381,25,29,.862,9,32,41,26,13,2,15,21,111,nan,0
LeBron James,39:50,8,17,.471,0,4,.000,5,7,.714,0,6,6,6,1,0,4,3,21,-8,1
Mario Chalmers,36:09,7,11,.636,2,4,.500,0,0,nan,0,4,4,6,2,0,3,3,16,-4,1
Chris Bosh,35:42,4,12,.333,0,4,.000,3,4,.750,3,5,8,1,3,0,4,3,11,-7,1
Dwyane Wade,35:02,8,18,.444,0,0,nan,3,5,.600,1,4,5,6,0,0,2,1,19,-3,1
Shane Battier,11:20,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,1,1,1,2,0,-2,1
Ray Allen,29:14,7,9,.778,5,7,.714,3,3,1.000,1,3,4,2,1,0,1,3,22,+14,1
Chris Andersen,21:32,6,7,.857,0,1,.000,2,2,1.000,2,4,6,0,0,4,0,0,14,+9,1
Norris Cole,18:38,0,2,.000,0,2,.000,0,0,nan,0,0,0,1,0,0,1,3,0,-5,1
Michael Beasley,7:17,2,4,.500,0,1,.000,0,0,nan,0,1,1,1,0,0,0,0,4,+1,1
Greg Oden,5:16,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,2,1,0,-15,1
Rashard Lewis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Toney Douglas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,39,82,.476,8,21,.381,25,29,.862,9,32,41,26,13,2,15,21,111,nan,240,1
