Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Giannis Antetokounmpo,31:30,7,13,.538,1,4,.250,13,14,.929,1,4,5,5,2,1,1,1,28,-12,0
Jabari Parker,29:06,11,20,.550,4,5,.800,1,1,1.000,0,1,1,2,0,1,1,1,27,-17,0
Matthew Dellavedova,24:57,1,4,.250,0,3,.000,0,0,nan,0,2,2,3,2,0,0,2,2,-12,0
Tony Snell,20:11,1,3,.333,1,1,1.000,0,0,nan,1,0,1,1,0,0,0,3,3,-23,0
John Henson,18:40,2,7,.286,0,0,nan,0,0,nan,3,5,8,1,0,2,1,4,4,-4,0
Malcolm Brogdon,27:28,4,7,.571,1,2,.500,2,4,.500,0,5,5,7,3,0,1,2,11,+2,0
Mirza Teletovic,19:25,1,4,.250,0,3,.000,1,2,.500,0,5,5,1,0,1,2,4,3,-7,0
Greg Monroe,17:57,3,7,.429,0,1,.000,2,4,.500,1,6,7,0,0,1,1,1,8,-12,0
Rashad Vaughn,16:25,3,7,.429,2,3,.667,0,0,nan,0,1,1,1,0,0,1,1,8,+7,0
Jason Terry,12:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,2,0,0,0,1,0,+4,0
Miles Plumlee,11:23,2,4,.500,0,0,nan,1,2,.500,0,0,0,1,0,0,0,0,5,+5,0
Thon Maker,8:26,1,1,1.000,0,0,nan,1,2,.500,0,3,3,0,0,2,0,0,3,+10,0
Steve Novak,2:32,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,+4,0
Team Totals,240,36,77,.468,9,22,.409,21,29,.724,6,33,39,24,7,8,8,21,102,nan,0
Kyrie Irving,34:58,11,17,.647,1,2,.500,8,9,.889,0,6,6,13,1,0,4,2,31,+21,1
LeBron James,34:25,12,24,.500,4,7,.571,1,1,1.000,1,8,9,6,0,0,2,0,29,+26,1
Richard Jefferson,31:43,4,8,.500,2,5,.400,0,0,nan,0,0,0,4,0,1,0,5,10,+14,1
Tristan Thompson,26:22,2,6,.333,0,0,nan,1,4,.250,7,6,13,1,0,4,1,2,5,+9,1
DeAndre Liggins,25:44,2,5,.400,1,1,1.000,0,0,nan,0,4,4,0,0,1,1,2,5,0,1
Iman Shumpert,29:00,3,7,.429,3,4,.750,1,2,.500,0,3,3,4,1,1,0,1,10,-1,1
Channing Frye,21:57,4,8,.500,2,5,.400,0,0,nan,0,1,1,0,0,0,0,3,10,+10,1
Jordan McRae,17:31,3,6,.500,1,1,1.000,1,3,.333,0,3,3,0,1,0,2,2,8,-5,1
Mike Dunleavy,13:22,2,4,.500,1,2,.500,0,0,nan,1,1,2,2,0,0,1,2,5,-9,1
James Jones,3:19,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-5,1
Kay Felder,1:39,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,1
J.R. Smith,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kevin Love,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,77,.468,9,22,.409,21,29,.724,6,33,39,24,7,8,8,21,102,nan,240,1
