Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:16,11,22,.500,1,6,.167,3,4,.750,0,10,10,5,1,0,6,2,26,-11,0
Kevin Love,30:39,6,13,.462,2,7,.286,0,0,nan,0,7,7,2,2,1,2,2,14,-22,0
George Hill,30:10,1,5,.200,0,0,nan,5,6,.833,0,1,1,2,0,1,2,2,7,-21,0
Tristan Thompson,26:10,0,3,.000,0,1,.000,1,2,.500,1,5,6,1,0,0,0,2,1,-16,0
J.R. Smith,26:05,1,6,.167,0,4,.000,0,0,nan,0,0,0,1,0,0,1,5,2,-19,0
Jeff Green,25:44,3,4,.750,1,2,.500,1,2,.500,0,5,5,0,0,0,2,1,8,+4,0
Kyle Korver,18:37,2,6,.333,2,5,.400,1,1,1.000,0,0,0,1,0,0,0,2,7,0,0
Larry Nance,16:49,1,1,1.000,0,0,nan,0,2,.000,2,4,6,2,0,4,2,1,2,-2,0
Jordan Clarkson,15:14,3,10,.300,2,7,.286,0,0,nan,0,2,2,0,0,0,0,1,8,+2,0
Cedi Osman,3:11,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+5,0
Rodney Hood,2:53,2,3,.667,1,2,.500,0,0,nan,0,0,0,1,0,0,0,0,5,+3,0
Ante Zizic,2:36,1,1,1.000,0,0,nan,1,2,.500,0,0,0,0,0,1,0,0,3,+6,0
Jose Calderon,2:36,0,0,nan,0,0,nan,0,0,nan,0,2,2,2,0,0,0,1,0,+6,0
Team Totals,240,31,74,.419,9,34,.265,12,19,.632,3,36,39,17,3,7,15,19,83,nan,0
Jayson Tatum,40:45,7,15,.467,3,7,.429,7,8,.875,0,7,7,4,4,2,2,3,24,+19,1
Al Horford,34:59,4,9,.444,1,2,.500,6,6,1.000,3,9,12,1,1,0,2,2,15,+22,1
Jaylen Brown,34:34,4,15,.267,2,8,.250,7,8,.875,1,2,3,2,0,1,2,4,17,+6,1
Terry Rozier,34:16,3,15,.200,1,7,.143,1,1,1.000,0,6,6,6,3,0,1,3,8,+4,1
Aron Baynes,29:20,3,7,.429,0,1,.000,0,0,nan,2,5,7,0,0,3,0,3,6,+2,1
Marcus Morris,37:28,5,13,.385,3,6,.500,0,0,nan,1,5,6,0,1,0,1,3,13,+14,1
Marcus Smart,23:26,5,9,.556,3,6,.500,0,0,nan,0,4,4,4,1,0,0,0,13,+10,1
Guerschon Yabusele,2:36,0,2,.000,0,2,.000,0,0,nan,0,0,0,1,0,0,0,1,0,-6,1
Abdel Nader,2:36,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-6,1
Greg Monroe,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Semi Ojeleye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Shane Larkin,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,31,74,.419,9,34,.265,12,19,.632,3,36,39,17,3,7,15,19,83,nan,240,1
