Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Marquis Daniels,37:20,7,18,.389,0,4,.000,3,3,1.000,5,6,11,7,1,0,1,3,17,-2,0
Danny Granger,36:08,13,22,.591,5,11,.455,2,2,1.000,2,1,3,2,1,0,6,3,33,+11,0
T.J. Ford,31:17,5,13,.385,1,2,.500,2,2,1.000,1,3,4,5,0,0,2,5,13,-3,0
Jeff Foster,30:57,3,5,.600,0,0,nan,1,1,1.000,2,0,2,3,0,0,2,2,7,+5,0
Troy Murphy,29:37,3,5,.600,0,1,.000,0,0,nan,3,6,9,1,1,1,4,2,6,+2,0
Jarrett Jack,24:20,3,7,.429,1,2,.500,0,0,nan,0,3,3,6,2,0,2,2,7,-2,0
Brandon Rush,21:38,3,9,.333,1,2,.500,0,0,nan,1,0,1,0,2,1,2,2,7,-19,0
Roy Hibbert,19:03,4,8,.500,0,0,nan,3,3,1.000,5,4,9,2,0,2,5,6,11,-10,0
Travis Diener,9:40,2,3,.667,2,3,.667,0,0,nan,0,2,2,2,0,0,0,0,6,-2,0
Team Totals,240,43,90,.478,10,25,.400,11,11,1.000,19,25,44,28,7,4,24,25,107,nan,0
LeBron James,39:20,11,24,.458,1,6,.167,4,7,.571,2,7,9,8,1,4,4,2,27,-3,1
Mo Williams,37:16,6,14,.429,2,5,.400,7,7,1.000,1,2,3,4,1,0,5,4,21,+4,1
Delonte West,34:43,5,8,.625,2,4,.500,0,0,nan,1,3,4,1,1,0,0,2,12,0,1
Zydrunas Ilgauskas,29:12,5,9,.556,0,0,nan,7,8,.875,0,4,4,1,0,3,1,3,17,+5,1
Ben Wallace,19:15,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,1,1,0,1,0,-17,1
Anderson Varejao,30:01,8,12,.667,0,0,nan,2,2,1.000,3,5,8,1,3,0,2,4,18,+18,1
Wally Szczerbiak,26:12,3,4,.750,1,1,1.000,4,4,1.000,0,1,1,1,1,0,1,0,11,+9,1
Daniel Gibson,18:56,2,5,.400,1,4,.250,0,0,nan,0,1,1,4,1,0,2,3,5,+1,1
Sasha Pavlovic,5:05,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,2,0,0,0,+3,1
240,43,90,.478,10,25,.400,11,11,1.000,19,25,44,28,7,4,24,25,107,nan,240,1
