Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ray Allen,38:40,9,13,.692,5,8,.625,2,2,1.000,1,2,3,3,1,0,0,4,25,-6,0
Kevin Garnett,37:12,3,9,.333,0,0,nan,0,0,nan,0,8,8,3,1,2,0,3,6,+6,0
Paul Pierce,34:45,6,14,.429,3,7,.429,4,6,.667,1,6,7,2,1,0,4,3,19,-7,0
Rajon Rondo,32:23,3,10,.300,0,0,nan,2,2,1.000,0,7,7,7,3,0,5,4,8,+7,0
Jermaine O'Neal,20:43,3,6,.500,0,0,nan,3,3,1.000,1,2,3,0,0,0,0,4,9,+2,0
Delonte West,26:11,3,9,.333,2,5,.400,2,2,1.000,2,3,5,2,0,0,1,2,10,-8,0
Glen Davis,22:53,2,5,.400,0,0,nan,0,0,nan,1,3,4,0,0,0,1,2,4,-21,0
Jeff Green,21:32,3,8,.375,2,4,.500,1,3,.333,0,0,0,1,1,1,2,1,9,-9,0
Nenad Krstic,5:41,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,0,-9,0
Team Totals,240,32,75,.427,12,24,.500,14,18,.778,7,32,39,18,7,3,13,24,90,nan,0
LeBron James,39:54,8,19,.421,1,3,.333,5,9,.556,1,5,6,5,2,2,3,2,22,+1,1
Chris Bosh,37:20,3,10,.300,0,0,nan,1,2,.500,2,10,12,0,1,1,3,4,7,-5,1
Dwyane Wade,37:18,14,21,.667,2,5,.400,8,9,.889,0,1,1,5,3,2,2,4,38,+8,1
Mike Bibby,21:55,1,4,.250,1,3,.333,0,0,nan,0,3,3,1,0,1,0,2,3,+7,1
Zydrunas Ilgauskas,12:31,0,2,.000,0,0,nan,0,0,nan,1,3,4,0,0,0,3,3,0,-7,1
Joel Anthony,31:11,0,1,.000,0,0,nan,2,2,1.000,1,4,5,1,0,2,2,4,2,+15,1
James Jones,28:17,5,7,.714,5,7,.714,10,10,1.000,0,3,3,0,0,0,0,2,25,+14,1
Mario Chalmers,23:12,1,4,.250,0,1,.000,0,0,nan,0,2,2,2,1,0,2,0,2,-1,1
Mike Miller,8:22,0,0,nan,0,0,nan,0,0,nan,0,3,3,3,0,0,1,0,0,+13,1
240,32,75,.427,12,24,.500,14,18,.778,7,32,39,18,7,3,13,24,90,nan,240,1
